Date,Time,Respiration rate per minute
2024.11.18 03.58,03.58,14.86
2024.11.18 03.59,03.59,15.4
2024.11.18 04.00,04.00,15.75
2024.11.18 04.01,04.01,15.29
2024.11.18 04.02,04.02,16.48
2024.11.18 04.03,04.03,17.08
2024.11.18 04.04,04.04,16.95
2024.11.18 04.05,04.05,16.93
2024.11.18 04.06,04.06,17.65
2024.11.18 04.07,04.07,17.44
2024.11.18 04.08,04.08,17.79
2024.11.18 04.09,04.09,17.88
2024.11.18 04.10,04.10,17.94
2024.11.18 04.11,04.11,18.13
2024.11.18 04.12,04.12,18.37
2024.11.18 04.13,04.13,18.77
2024.11.18 04.14,04.14,19.02
2024.11.18 04.15,04.15,20.14
2024.11.18 04.16,04.16,18.65
2024.11.18 04.17,04.17,16.07
2024.11.18 04.18,04.18,14.54
2024.11.18 04.19,04.19,14.67
2024.11.18 04.20,04.20,13.2
2024.11.18 04.21,04.21,12.54
2024.11.18 04.22,04.22,12.12
2024.11.18 04.23,04.23,12.81
2024.11.18 04.24,04.24,13.2
2024.11.18 04.25,04.25,13.32
2024.11.18 04.26,04.26,13.08
2024.11.18 04.27,04.27,12.72
2024.11.18 04.28,04.28,13.45
2024.11.18 04.29,04.29,14.07
2024.11.18 04.30,04.30,13.7
2024.11.18 04.31,04.31,14.7
2024.11.18 04.32,04.32,14.44
2024.11.18 04.33,04.33,13.97
2024.11.18 04.34,04.34,13.09
2024.11.18 04.35,04.35,13.31
2024.11.18 04.36,04.36,13.52
2024.11.18 04.38,04.38,13.87
2024.11.18 04.39,04.39,14.38
2024.11.18 04.40,04.40,16.15
2024.11.18 04.41,04.41,16.19
2024.11.18 04.42,04.42,15.8
2024.11.18 04.43,04.43,15.03
2024.11.18 04.44,04.44,14.61
2024.11.18 04.45,04.45,14.47
2024.11.18 04.46,04.46,13.69
2024.11.18 04.47,04.47,13.47
2024.11.18 04.48,04.48,13.72
2024.11.18 04.49,04.49,14.78
2024.11.18 04.50,04.50,14.05
2024.11.18 04.51,04.51,13.16
2024.11.18 04.52,04.52,13.07
2024.11.18 04.53,04.53,14.14
2024.11.18 04.54,04.54,14.12
2024.11.18 04.55,04.55,13.33
2024.11.18 04.56,04.56,14.09
2024.11.18 04.57,04.57,14.33
2024.11.18 04.58,04.58,13.99
2024.11.18 04.59,04.59,13.85
2024.11.18 05.00,05.00,13.32
2024.11.18 05.01,05.01,12.5
2024.11.18 05.02,05.02,13.41
2024.11.18 05.03,05.03,13.7
2024.11.18 05.04,05.04,12.43
2024.11.18 05.05,05.05,11.28
2024.11.18 05.06,05.06,13.51
2024.11.18 05.07,05.07,13.26
2024.11.18 05.08,05.08,13.07
2024.11.18 05.10,05.10,13.02
2024.11.18 05.11,05.11,12.5
2024.11.18 05.12,05.12,12.47
2024.11.18 05.13,05.13,13.01
2024.11.18 05.14,05.14,13.41
2024.11.18 05.15,05.15,13.73
2024.11.18 05.16,05.16,13.08
2024.11.18 05.17,05.17,13.52
2024.11.18 05.19,05.19,12.75
2024.11.18 05.20,05.20,12.78
2024.11.18 05.32,05.32,13.4
2024.11.18 05.33,05.33,13.55
2024.11.18 05.34,05.34,12.53
2024.11.18 05.35,05.35,12.01
2024.11.18 05.36,05.36,12.85
2024.11.18 05.37,05.37,13.01
2024.11.18 05.38,05.38,12.67
2024.11.18 05.39,05.39,12.94
2024.11.18 05.40,05.40,13.88
2024.11.18 05.41,05.41,13.88
2024.11.18 05.42,05.42,14.18
2024.11.18 05.44,05.44,15.46
2024.11.18 05.45,05.45,14.78
2024.11.18 05.46,05.46,14.27
2024.11.18 05.47,05.47,14.57
2024.11.18 05.48,05.48,15.24
2024.11.18 05.49,05.49,14.19
2024.11.18 05.50,05.50,14.5
2024.11.18 05.51,05.51,13.82
2024.11.18 05.52,05.52,13.67
2024.11.18 05.53,05.53,13.55
2024.11.18 05.54,05.54,13.45
2024.11.18 05.55,05.55,15.5
2024.11.18 05.56,05.56,15.02
2024.11.18 05.57,05.57,14.42
2024.11.18 05.58,05.58,14.59
2024.11.18 06.05,06.05,13.21
2024.11.18 06.06,06.06,13.47
2024.11.18 06.07,06.07,13.99
2024.11.18 06.08,06.08,14.03
2024.11.18 06.09,06.09,13.87
2024.11.18 06.18,06.18,13.94
2024.11.18 07.09,07.09,14.29
2024.11.18 07.26,07.26,13.54
2024.11.18 07.30,07.30,13.79
2024.11.18 07.31,07.31,13.47
2024.11.18 07.32,07.32,13.46
2024.11.18 07.33,07.33,13.03
2024.11.18 08.00,08.00,15.95
2024.11.18 08.15,08.15,14.37
2024.11.18 08.16,08.16,14.23
2024.11.18 08.17,08.17,13.74
2024.11.18 08.18,08.18,13.6
2024.11.18 08.19,08.19,14.16
2024.11.18 08.20,08.20,14.31
2024.11.18 08.21,08.21,15.02
2024.11.18 08.22,08.22,14.06
2024.11.18 08.23,08.23,13.6
2024.11.18 08.24,08.24,14.29
2024.11.18 08.25,08.25,13.24
2024.11.18 08.26,08.26,13.44
2024.11.18 08.27,08.27,14.15
2024.11.18 08.28,08.28,13.81
2024.11.18 08.29,08.29,13.41
2024.11.18 08.30,08.30,13.76
2024.11.18 08.32,08.32,13.77
2024.11.18 08.33,08.33,13.41
2024.11.18 08.34,08.34,13.54
2024.11.18 08.35,08.35,13.61
2024.11.18 08.36,08.36,13.88
2024.11.18 08.37,08.37,13.78
2024.11.18 08.38,08.38,13.33
2024.11.18 08.39,08.39,14.5
2024.11.18 08.40,08.40,15.36
2024.11.18 08.41,08.41,15.22
2024.11.18 08.42,08.42,14.15
2024.11.18 08.43,08.43,15.02
2024.11.18 08.44,08.44,14.85
2024.11.18 08.45,08.45,14.38
2024.11.18 08.46,08.46,14.11
2024.11.18 08.47,08.47,13.6
2024.11.18 08.48,08.48,13.17
2024.11.18 08.49,08.49,13.01
2024.11.18 08.50,08.50,12.98
2024.11.18 08.51,08.51,13.8
2024.11.18 08.52,08.52,14.12
2024.11.18 08.53,08.53,14.35
2024.11.18 08.54,08.54,14.57
2024.11.18 08.55,08.55,14.53
2024.11.18 08.56,08.56,14.23
2024.11.18 09.05,09.05,15.9
2024.11.18 09.06,09.06,14.61
2024.11.18 09.07,09.07,14.05
2024.11.18 09.08,09.08,14.03
2024.11.18 09.09,09.09,14.76
2024.11.18 09.10,09.10,13.87
2024.11.18 09.11,09.11,14.15
2024.11.18 09.12,09.12,14.0
2024.11.18 09.13,09.13,14.15
2024.11.18 09.14,09.14,14.65
2024.11.18 09.17,09.17,14.23
2024.11.18 09.18,09.18,13.92
2024.11.18 09.19,09.19,14.23
2024.11.18 09.20,09.20,14.07
2024.11.18 09.21,09.21,13.3
2024.11.18 09.22,09.22,12.65
2024.11.18 09.23,09.23,13.49
2024.11.18 09.24,09.24,14.05
2024.11.18 09.25,09.25,15.37
2024.11.18 09.28,09.28,15.0
2024.11.18 09.29,09.29,14.57
2024.11.18 09.30,09.30,13.4
2024.11.18 09.31,09.31,13.05
2024.11.18 09.32,09.32,13.29
2024.11.18 09.33,09.33,13.49
2024.11.18 09.34,09.34,13.92
2024.11.18 09.35,09.35,13.38
2024.11.18 09.36,09.36,13.05
2024.11.18 09.37,09.37,12.66
2024.11.18 09.38,09.38,13.21
2024.11.18 09.39,09.39,13.08
2024.11.18 09.42,09.42,13.65
2024.11.18 09.43,09.43,13.08
2024.11.18 09.44,09.44,13.18
2024.11.18 09.45,09.45,12.46
2024.11.18 09.46,09.46,12.45
2024.11.18 09.47,09.47,12.28
2024.11.18 09.48,09.48,13.79
2024.11.18 09.49,09.49,13.45
2024.11.18 09.50,09.50,13.2
2024.11.18 09.51,09.51,13.42
2024.11.18 09.55,09.55,14.09
2024.11.18 09.56,09.56,14.82
2024.11.18 10.04,10.04,13.81
2024.11.18 10.06,10.06,14.13
2024.11.18 10.07,10.07,14.64
2024.11.18 10.08,10.08,14.31
2024.11.18 10.09,10.09,14.08
2024.11.18 10.10,10.10,13.91
2024.11.18 10.11,10.11,14.71
2024.11.18 10.12,10.12,13.66
2024.11.18 10.13,10.13,13.83
2024.11.18 10.14,10.14,13.33
2024.11.18 10.15,10.15,14.13
2024.11.18 10.16,10.16,13.99
2024.11.18 10.17,10.17,13.89
2024.11.18 10.18,10.18,13.14
2024.11.18 10.19,10.19,12.84
2024.11.18 10.20,10.20,13.76
2024.11.18 10.21,10.21,14.41
2024.11.18 10.22,10.22,15.42
2024.11.18 10.23,10.23,15.35
2024.11.18 10.24,10.24,14.46
2024.11.18 10.25,10.25,14.46
2024.11.18 10.26,10.26,14.83
2024.11.18 10.27,10.27,14.42
2024.11.18 10.28,10.28,14.42
2024.11.18 10.29,10.29,14.36
2024.11.18 10.30,10.30,14.38
2024.11.18 10.31,10.31,13.73
2024.11.18 10.32,10.32,13.08
2024.11.18 10.33,10.33,13.47
2024.11.18 10.34,10.34,14.03
2024.11.18 10.35,10.35,14.45
2024.11.18 10.36,10.36,14.14
2024.11.18 10.37,10.37,13.46
2024.11.18 10.38,10.38,13.33
2024.11.18 10.39,10.39,14.42
2024.11.18 10.40,10.40,13.59
2024.11.18 10.41,10.41,12.69
2024.11.18 10.42,10.42,12.6
2024.11.18 10.43,10.43,13.54
2024.11.18 10.44,10.44,13.81
2024.11.18 10.45,10.45,13.54
2024.11.18 10.46,10.46,14.44
2024.11.18 10.47,10.47,14.15
2024.11.18 10.48,10.48,13.55
2024.11.18 10.49,10.49,13.81
2024.11.18 10.50,10.50,14.61
2024.11.18 10.51,10.51,13.63
2024.11.18 10.56,10.56,14.35
2024.11.18 10.57,10.57,14.56
2024.11.18 10.58,10.58,15.02
2024.11.18 11.00,11.00,13.73
2024.11.18 11.02,11.02,13.98
2024.11.18 11.03,11.03,14.16
2024.11.18 11.04,11.04,14.4
2024.11.18 11.05,11.05,15.14
2024.11.18 11.06,11.06,14.94
2024.11.18 11.07,11.07,14.26
2024.11.18 11.08,11.08,15.05
2024.11.18 11.09,11.09,15.11
2024.11.18 11.10,11.10,14.95
2024.11.18 11.11,11.11,15.4
2024.11.18 11.12,11.12,15.03
2024.11.18 11.13,11.13,14.09
2024.11.18 11.14,11.14,14.27
2024.11.18 11.15,11.15,14.72
2024.11.18 11.16,11.16,13.85
2024.11.18 11.17,11.17,13.65
2024.11.18 11.18,11.18,13.2
2024.11.18 11.19,11.19,13.84
2024.11.18 11.20,11.20,13.85
2024.11.18 11.21,11.21,13.73
2024.11.18 11.22,11.22,13.2
2024.11.18 11.23,11.23,14.05
2024.11.18 11.24,11.24,13.87
2024.11.18 11.25,11.25,13.29
2024.11.18 11.26,11.26,13.64
2024.11.18 11.27,11.27,13.47
2024.11.18 11.28,11.28,13.98
2024.11.18 11.29,11.29,13.52
2024.11.18 11.30,11.30,13.04
2024.11.18 11.31,11.31,12.99
2024.11.18 11.32,11.32,13.16
2024.11.18 11.33,11.33,12.9
2024.11.18 11.34,11.34,12.76
2024.11.18 11.35,11.35,13.78
2024.11.18 11.36,11.36,14.54
2024.11.18 11.37,11.37,14.36
2024.11.18 11.38,11.38,14.46
2024.11.18 11.39,11.39,14.99
2024.11.18 11.40,11.40,14.93
2024.11.18 11.41,11.41,14.21
2024.11.18 11.42,11.42,13.96
2024.11.18 11.43,11.43,14.68
2024.11.18 11.44,11.44,14.41
2024.11.18 11.45,11.45,14.15
2024.11.18 11.46,11.46,14.25
2024.11.18 11.47,11.47,13.72
2024.11.18 11.53,11.53,13.91
2024.11.18 11.54,11.54,13.79
2024.11.18 12.02,12.02,14.09
2024.11.18 12.04,12.04,13.56
2024.11.18 12.06,12.06,14.47
2024.11.18 12.07,12.07,14.09
2024.11.18 12.12,12.12,13.16
2024.11.18 12.13,12.13,13.45
2024.11.18 12.14,12.14,12.76
2024.11.18 12.15,12.15,12.93
2024.11.18 12.16,12.16,13.93
2024.11.18 12.17,12.17,14.76
2024.11.18 12.19,12.19,14.07
2024.11.18 12.20,12.20,14.13
2024.11.18 12.21,12.21,14.45
2024.11.18 12.22,12.22,14.36
2024.11.18 12.23,12.23,13.41
2024.11.18 12.24,12.24,14.83
2024.11.18 12.25,12.25,14.07
2024.11.18 12.26,12.26,15.35
2024.11.18 12.27,12.27,14.41
2024.11.18 12.28,12.28,14.78
2024.11.18 12.29,12.29,14.16
2024.11.18 12.30,12.30,13.72
2024.11.18 12.31,12.31,13.75
2024.11.18 12.32,12.32,14.22
2024.11.18 12.33,12.33,13.34
2024.11.18 12.34,12.34,13.88
2024.11.18 12.35,12.35,13.63
2024.11.18 12.36,12.36,13.53
2024.11.18 12.37,12.37,13.32
2024.11.18 12.38,12.38,13.83
2024.11.18 12.39,12.39,14.55
2024.11.18 12.40,12.40,14.41
2024.11.18 12.41,12.41,14.2
2024.11.18 12.42,12.42,13.28
2024.11.18 12.43,12.43,12.95
2024.11.18 12.44,12.44,13.44
2024.11.18 12.45,12.45,13.27
2024.11.18 12.46,12.46,13.21
2024.11.18 12.47,12.47,13.16
2024.11.18 12.48,12.48,13.13
2024.11.18 12.49,12.49,14.34
2024.11.18 12.50,12.50,13.72
2024.11.18 12.51,12.51,14.15
2024.11.18 12.52,12.52,13.67
2024.11.18 12.53,12.53,13.74
2024.11.18 12.54,12.54,13.52
2024.11.18 12.55,12.55,13.24
2024.11.18 12.56,12.56,13.45
2024.11.18 12.57,12.57,13.23
2024.11.18 12.58,12.58,13.56
2024.11.18 12.59,12.59,13.26
2024.11.18 13.00,13.00,13.63
2024.11.18 13.01,13.01,14.62
2024.11.18 13.02,13.02,13.56
2024.11.18 13.03,13.03,13.0
2024.11.18 13.04,13.04,12.52
2024.11.18 13.05,13.05,13.15
2024.11.18 13.06,13.06,12.7
2024.11.18 13.07,13.07,12.89
2024.11.18 13.08,13.08,13.14
2024.11.18 13.09,13.09,13.41
2024.11.18 13.10,13.10,14.43
2024.11.18 13.11,13.11,14.31
2024.11.18 13.12,13.12,13.5
2024.11.18 13.13,13.13,13.62
2024.11.18 13.14,13.14,13.56
2024.11.18 13.15,13.15,13.51
2024.11.18 13.16,13.16,13.54
2024.11.18 13.17,13.17,13.34
2024.11.18 13.18,13.18,13.56
2024.11.18 13.19,13.19,13.8
2024.11.18 13.20,13.20,13.43
2024.11.18 13.21,13.21,14.23
2024.11.18 13.22,13.22,14.93
2024.11.18 13.23,13.23,14.7
2024.11.18 13.24,13.24,14.54
2024.11.18 13.25,13.25,13.65
2024.11.18 13.26,13.26,13.59
2024.11.18 13.27,13.27,13.42
2024.11.18 13.28,13.28,13.57
2024.11.18 13.29,13.29,13.78
2024.11.18 13.30,13.30,13.27
2024.11.18 13.31,13.31,13.92
2024.11.18 13.32,13.32,13.9
2024.11.18 13.33,13.33,13.42
2024.11.18 13.37,13.37,13.72
2024.11.18 13.38,13.38,14.32
2024.11.18 13.39,13.39,13.62
2024.11.18 13.40,13.40,12.71
2024.11.18 13.41,13.41,13.35
2024.11.18 13.51,13.51,15.03
2024.11.18 14.01,14.01,15.38
2024.11.18 14.02,14.02,14.6
2024.11.18 14.03,14.03,14.46
2024.11.18 14.04,14.04,15.16
2024.11.18 14.05,14.05,14.44
2024.11.18 14.06,14.06,13.38
2024.11.18 14.07,14.07,13.78
2024.11.18 14.08,14.08,13.11
2024.11.18 14.09,14.09,12.84
2024.11.18 14.10,14.10,13.57
2024.11.18 14.11,14.11,13.77
2024.11.18 14.12,14.12,13.59
2024.11.18 14.13,14.13,14.14
2024.11.18 14.14,14.14,14.3
2024.11.18 14.15,14.15,13.44
2024.11.18 14.16,14.16,13.83
2024.11.18 14.17,14.17,13.3
2024.11.18 14.18,14.18,12.81
2024.11.18 14.19,14.19,13.86
2024.11.18 14.20,14.20,13.44
2024.11.18 14.21,14.21,13.65
2024.11.18 14.22,14.22,13.77
2024.11.18 14.23,14.23,13.44
2024.11.18 14.24,14.24,14.52
2024.11.18 14.25,14.25,14.12
2024.11.18 14.26,14.26,13.95
2024.11.18 14.27,14.27,14.22
2024.11.18 14.28,14.28,13.94
2024.11.18 14.29,14.29,15.12
2024.11.18 14.30,14.30,14.73
2024.11.18 14.31,14.31,14.55
2024.11.18 14.32,14.32,14.28
2024.11.18 14.33,14.33,14.38
2024.11.18 14.34,14.34,14.73
2024.11.18 14.35,14.35,12.97
2024.11.18 14.36,14.36,12.81
2024.11.18 14.37,14.37,12.9
2024.11.18 14.38,14.38,13.56
2024.11.18 14.39,14.39,13.3
2024.11.18 14.40,14.40,14.3
2024.11.18 14.41,14.41,14.2
2024.11.18 14.42,14.42,13.87
2024.11.18 14.43,14.43,13.93
2024.11.18 14.44,14.44,13.4
2024.11.18 14.45,14.45,13.76
2024.11.18 14.46,14.46,13.2
2024.11.18 14.47,14.47,13.39
2024.11.18 14.48,14.48,14.04
2024.11.18 14.49,14.49,13.78
2024.11.18 14.50,14.50,13.36
2024.11.18 14.51,14.51,13.62
2024.11.18 14.52,14.52,13.17
2024.11.18 14.53,14.53,12.15
2024.11.18 14.54,14.54,12.82
2024.11.18 14.55,14.55,13.41
2024.11.18 14.56,14.56,13.64
2024.11.18 14.57,14.57,14.32
2024.11.18 14.58,14.58,13.79
2024.11.18 14.59,14.59,14.24
2024.11.18 15.04,15.04,14.97
2024.11.18 15.05,15.05,14.77
2024.11.18 15.06,15.06,14.22
2024.11.18 15.07,15.07,13.67
2024.11.18 15.08,15.08,13.27
2024.11.18 15.09,15.09,14.15
2024.11.18 15.10,15.10,13.76
2024.11.18 15.11,15.11,14.94
2024.11.18 15.12,15.12,14.68
2024.11.18 15.13,15.13,13.74
2024.11.18 15.14,15.14,14.52
2024.11.18 15.15,15.15,14.05
2024.11.18 15.16,15.16,13.86
2024.11.18 15.17,15.17,14.49
2024.11.18 15.18,15.18,13.77
2024.11.18 15.19,15.19,13.09
2024.11.18 15.20,15.20,14.31
2024.11.18 15.21,15.21,13.75
2024.11.18 15.22,15.22,13.65
2024.11.18 15.23,15.23,13.81
2024.11.18 15.24,15.24,14.28
2024.11.18 15.25,15.25,13.55
2024.11.18 15.26,15.26,13.71
2024.11.18 15.27,15.27,13.03
2024.11.18 15.28,15.28,12.86
2024.11.18 15.29,15.29,13.71
2024.11.18 15.30,15.30,14.0
2024.11.18 15.31,15.31,13.75
2024.11.18 15.32,15.32,13.86
2024.11.18 15.33,15.33,14.31
2024.11.18 15.34,15.34,13.28
2024.11.18 15.35,15.35,12.6
2024.11.18 15.36,15.36,12.31
2024.11.18 15.37,15.37,12.74
2024.11.18 15.38,15.38,12.93
2024.11.18 15.39,15.39,13.37
2024.11.18 15.40,15.40,13.25
2024.11.18 15.41,15.41,14.16
2024.11.18 15.42,15.42,14.46
2024.11.18 15.43,15.43,14.52
2024.11.18 15.44,15.44,13.86
2024.11.18 15.45,15.45,13.35
2024.11.18 15.46,15.46,13.23
2024.11.18 15.47,15.47,13.44
2024.11.18 15.48,15.48,13.24
2024.11.18 15.49,15.49,13.55
2024.11.18 15.51,15.51,13.98
2024.11.18 15.52,15.52,14.1
2024.11.18 15.53,15.53,14.11
2024.11.18 15.54,15.54,14.6
2024.11.18 15.55,15.55,14.39
